Date,Yield,Country,Pred Type
2012Q2,5.10666666666667,Latvia,Train
2012Q3,4.34666666666667,Latvia,Train
2012Q4,3.36,Latvia,Train
2013Q1,3.2,Latvia,Train
2013Q2,3.14,Latvia,Train
2013Q3,3.31666666666667,Latvia,Train
2013Q4,3.70333333333333,Latvia,Train
2014Q1,3.14,Latvia,Train
2014Q2,2.69,Latvia,Train
2014Q3,2.34333333333333,Latvia,Train
2014Q4,1.86,Latvia,Train
2015Q1,0.813333333333334,Latvia,Train
2015Q2,0.846666666666667,Latvia,Train
2015Q3,1.08,Latvia,Train
2015Q4,1.11333333333333,Latvia,Train
2016Q1,0.88,Latvia,Train
2016Q2,0.533333333333333,Latvia,Train
2016Q3,0.173333333333333,Latvia,Train
2016Q4,0.55,Latvia,Train
2017Q1,0.94,Latvia,Train
2017Q2,0.883333333333333,Latvia,Train
2017Q3,0.85,Latvia,Train
2017Q4,0.663333333333333,Latvia,Train
2018Q1,0.726666666666667,Latvia,Train
2018Q2,0.863333333333334,Latvia,Train
2018Q3,0.983333333333333,Latvia,Train
2018Q4,1.03666666666667,Latvia,Train
2001Q1,9.24,Lithuania,Train
2001Q2,8.47333333333334,Lithuania,Train
2001Q3,8.15333333333334,Lithuania,Train
2001Q4,6.74666666666667,Lithuania,Train
2002Q1,6.27333333333333,Lithuania,Train
2002Q2,6.13333333333333,Lithuania,Train
2002Q3,5.97333333333333,Lithuania,Train
2002Q4,5.87,Lithuania,Train
2003Q1,5.73,Lithuania,Train
2003Q2,5.59333333333333,Lithuania,Train
2003Q3,5.15333333333333,Lithuania,Train
2003Q4,4.81333333333333,Lithuania,Train
2004Q1,4.75333333333333,Lithuania,Train
2004Q2,4.49333333333333,Lithuania,Train
2004Q3,4.57,Lithuania,Train
2004Q4,4.19333333333333,Lithuania,Train
2005Q1,3.79333333333333,Lithuania,Train
2005Q2,3.82333333333333,Lithuania,Train
2005Q3,3.53666666666667,Lithuania,Train
2005Q4,3.64333333333333,Lithuania,Train
2006Q1,3.63333333333333,Lithuania,Train
2006Q2,4.13,Lithuania,Train
2006Q3,4.28,Lithuania,Train
2006Q4,4.28,Lithuania,Train
2007Q1,4.26666666666667,Lithuania,Train
2007Q2,4.37,Lithuania,Train
2007Q3,4.80333333333333,Lithuania,Train
2007Q4,4.74333333333333,Lithuania,Train
2008Q1,4.53333333333333,Lithuania,Train
2008Q2,4.90666666666667,Lithuania,Train
2008Q3,5.47,Lithuania,Train
2008Q4,7.52,Lithuania,Train
2009Q1,14.3166666666667,Lithuania,Train
2009Q2,14.5,Lithuania,Train
2009Q3,14.5,Lithuania,Train
2009Q4,12.7,Lithuania,Train
2010Q1,6.81666666666667,Lithuania,Train
2010Q2,5.15,Lithuania,Train
2010Q3,5.15,Lithuania,Train
2010Q4,5.15,Lithuania,Train
2011Q1,5.15,Lithuania,Train
2011Q2,5.07333333333333,Lithuania,Train
2011Q3,5.06333333333333,Lithuania,Train
2011Q4,5.35333333333333,Lithuania,Train
2012Q1,5.26333333333333,Lithuania,Train
2012Q2,5.18666666666667,Lithuania,Train
2012Q3,4.73,Lithuania,Train
2012Q4,4.14333333333333,Lithuania,Train
2013Q1,4.06,Lithuania,Train
2013Q2,3.67666666666667,Lithuania,Train
2013Q3,3.69333333333333,Lithuania,Train
2013Q4,3.89666666666667,Lithuania,Train
2014Q1,3.36,Lithuania,Train
2014Q2,3.05333333333333,Lithuania,Train
2014Q3,2.64333333333333,Lithuania,Train
2014Q4,2.11333333333333,Lithuania,Train
2015Q1,1.32333333333333,Lithuania,Train
2015Q2,0.993333333333333,Lithuania,Train
2015Q3,1.64,Lithuania,Train
2015Q4,1.56666666666667,Lithuania,Train
2016Q1,1.43666666666667,Lithuania,Train
2016Q2,1.01,Lithuania,Train
2016Q3,0.836666666666666,Lithuania,Train
2016Q4,0.31,Lithuania,Train
2017Q1,0.31,Lithuania,Train
2017Q2,0.31,Lithuania,Train
2017Q3,0.31,Lithuania,Train
2017Q4,0.31,Lithuania,Train
2018Q1,0.31,Lithuania,Train
2018Q2,0.31,Lithuania,Train
2018Q3,0.31,Lithuania,Train
2018Q4,0.31,Lithuania,Train
2010Q2,3.080378788,Luxembourg,Train
2010Q3,2.77409090933333,Luxembourg,Train
2010Q4,2.99580394,Luxembourg,Train
2011Q1,3.40929841266667,Luxembourg,Train
2011Q2,3.33504978333333,Luxembourg,Train
2011Q3,2.63076372433333,Luxembourg,Train
2011Q4,2.31245671,Luxembourg,Train
2012Q1,2.15863192366667,Luxembourg,Train
2012Q2,1.987115942,Luxembourg,Train
2012Q3,1.668957444,Luxembourg,Train
2012Q4,1.52393666466667,Luxembourg,Train
2013Q1,1.61088423033333,Luxembourg,Train
2013Q2,1.54152898566667,Luxembourg,Train
2013Q3,2.164867432,Luxembourg,Train
2013Q4,2.08120820033333,Luxembourg,Train
2014Q1,1.90727001366667,Luxembourg,Train
2014Q2,1.57270923533333,Luxembourg,Train
2014Q3,1.110022586,Luxembourg,Train
2014Q4,0.754989855,Luxembourg,Train
2015Q1,0.321660606,Luxembourg,Train
2015Q2,0.375923521,Luxembourg,Train
2015Q3,0.477360248333333,Luxembourg,Train
2015Q4,0.282175575666667,Luxembourg,Train
2016Q1,0.018616977,Luxembourg,Train
2016Q2,-0.168040404333333,Luxembourg,Train
2016Q3,-0.376325585333333,Luxembourg,Train
2016Q4,-0.183207071,Luxembourg,Train
2017Q1,0.359214624666667,Luxembourg,Train
2017Q2,0.525402371333333,Luxembourg,Train
2017Q3,0.605583851,Luxembourg,Train
2017Q4,0.520630591666667,Luxembourg,Train
2018Q1,0.692903689,Luxembourg,Train
2018Q2,0.588143547333334,Luxembourg,Train
2018Q3,0.481969828666667,Luxembourg,Train
2018Q4,0.493237029,Luxembourg,Train
2001Q4,10.685,Mexico,Train
2002Q1,9.87666666666667,Mexico,Train
2002Q2,9.66666666666666,Mexico,Train
2002Q3,10.2066666666667,Mexico,Train
2002Q4,10.75,Mexico,Train
2003Q1,10.2633333333333,Mexico,Train
2003Q2,8.69666666666667,Mexico,Train
2003Q3,8.66333333333334,Mexico,Train
2003Q4,8.30333333333333,Mexico,Train
2004Q1,8.43333333333334,Mexico,Train
2004Q2,9.77333333333333,Mexico,Train
2004Q3,10.0266666666667,Mexico,Train
2004Q4,9.92,Mexico,Train
2005Q1,9.96666666666667,Mexico,Train
2005Q2,9.93666666666667,Mexico,Train
2005Q3,9.09,Mexico,Train
2005Q4,8.67666666666666,Mexico,Train
2006Q1,8.23666666666666,Mexico,Train
2006Q2,9.03666666666667,Mexico,Train
2006Q3,8.33333333333334,Mexico,Train
2006Q4,7.94666666666667,Mexico,Train
2007Q1,7.73666666666667,Mexico,Train
2007Q2,7.62666666666667,Mexico,Train
2007Q3,7.8,Mexico,Train
2007Q4,8.01,Mexico,Train
2008Q1,7.59,Mexico,Train
2008Q2,7.985,Mexico,Train
2008Q3,8.905,Mexico,Train
2008Q4,8.77,Mexico,Train
2009Q1,7.995,Mexico,Train
2009Q2,7.885,Mexico,Train
2009Q3,8.045,Mexico,Train
2009Q4,7.93,Mexico,Train
2010Q1,7.7225,Mexico,Train
2010Q2,7.515,Mexico,Train
2010Q3,6.54,Mexico,Train
2010Q4,6.645,Mexico,Train
2011Q1,6.8725,Mexico,Train
2011Q2,7.1,Mexico,Train
2011Q3,6.34,Mexico,Train
2011Q4,6.56333333333333,Mexico,Train
2012Q1,6.321666666666665,Mexico,Train
2012Q2,6.08,Mexico,Train
2012Q3,5.28,Mexico,Train
2012Q4,5.435,Mexico,Train
2013Q1,5.25,Mexico,Train
2013Q2,5.28,Mexico,Train
2013Q3,6.03,Mexico,Train
2013Q4,6.15,Mexico,Train
2014Q1,6.39,Mexico,Train
2014Q2,6.01,Mexico,Train
2014Q3,5.67,Mexico,Train
2014Q4,5.98666666666667,Mexico,Train
2015Q1,5.675,Mexico,Train
2015Q2,6.04,Mexico,Train
2015Q3,6.07,Mexico,Train
2015Q4,6.09,Mexico,Train
2016Q1,6.11,Mexico,Train
2016Q2,5.995,Mexico,Train
2016Q3,6.0,Mexico,Train
2016Q4,6.67,Mexico,Train
2017Q1,7.5,Mexico,Train
2017Q2,7.28,Mexico,Train
2017Q3,6.85333333333333,Mexico,Train
2017Q4,7.36,Mexico,Train
2018Q1,7.58,Mexico,Train
2018Q2,7.71,Mexico,Train
2018Q3,7.79,Mexico,Train
2018Q4,8.64,Mexico,Train
2001Q1,4.89066666666667,Netherlands,Train
2001Q2,5.13766666666667,Netherlands,Train
2001Q3,5.04333333333333,Netherlands,Train
2001Q4,4.75833333333333,Netherlands,Train
2002Q1,5.08866666666667,Netherlands,Train
2002Q2,5.23933333333333,Netherlands,Train
2002Q3,4.73366666666667,Netherlands,Train
2002Q4,4.49933333333333,Netherlands,Train
2003Q1,4.05766666666667,Netherlands,Train
2003Q2,3.95566666666667,Netherlands,Train
2003Q3,4.14433333333333,Netherlands,Train
2003Q4,4.335,Netherlands,Train
2004Q1,4.079,Netherlands,Train
2004Q2,4.30666666666667,Netherlands,Train
2004Q3,4.18066666666667,Netherlands,Train
2004Q4,3.81366666666667,Netherlands,Train
2005Q1,3.598,Netherlands,Train
2005Q2,3.305,Netherlands,Train
2005Q3,3.223,Netherlands,Train
2005Q4,3.37,Netherlands,Train
2006Q1,3.48633333333333,Netherlands,Train
2006Q2,3.95266666666667,Netherlands,Train
2006Q3,3.89,Netherlands,Train
2006Q4,3.794,Netherlands,Train
2007Q1,4.03466666666667,Netherlands,Train
2007Q2,4.37733333333333,Netherlands,Train
2007Q3,4.433,Netherlands,Train
2007Q4,4.30766666666667,Netherlands,Train
2008Q1,4.04933333333333,Netherlands,Train
2008Q2,4.43233333333333,Netherlands,Train
2008Q3,4.47933333333333,Netherlands,Train
2008Q4,3.946,Netherlands,Train
2009Q1,3.73933333333333,Netherlands,Train
2009Q2,3.86,Netherlands,Train
2009Q3,3.651,Netherlands,Train
2009Q4,3.497,Netherlands,Train
2010Q1,3.397,Netherlands,Train
2010Q2,3.07933333333333,Netherlands,Train
2010Q3,2.645,Netherlands,Train
2010Q4,2.839,Netherlands,Train
2011Q1,3.353,Netherlands,Train
2011Q2,3.44466666666667,Netherlands,Train
2011Q3,2.72866666666667,Netherlands,Train
2011Q4,2.42866666666667,Netherlands,Train
2012Q1,2.22733333333333,Netherlands,Train
2012Q2,2.06433333333333,Netherlands,Train
2012Q3,1.78266666666667,Netherlands,Train
2012Q4,1.65966666666667,Netherlands,Train
2013Q1,1.73966666666667,Netherlands,Train
2013Q2,1.78233333333333,Netherlands,Train
2013Q3,2.18333333333333,Netherlands,Train
2013Q4,2.13033333333333,Netherlands,Train
2014Q1,1.933,Netherlands,Train
2014Q2,1.71766666666667,Netherlands,Train
2014Q3,1.25366666666667,Netherlands,Train
2014Q4,0.914333333333334,Netherlands,Train
2015Q1,0.420666666666667,Netherlands,Train
2015Q2,0.707333333333333,Netherlands,Train
2015Q3,0.901666666666667,Netherlands,Train
2015Q4,0.731666666666666,Netherlands,Train
2016Q1,0.445666666666667,Netherlands,Train
2016Q2,0.343,Netherlands,Train
2016Q3,0.05,Netherlands,Train
2016Q4,0.325666666666667,Netherlands,Train
2017Q1,0.484,Netherlands,Train
2017Q2,0.53,Netherlands,Train
2017Q3,0.587333333333333,Netherlands,Train
2017Q4,0.487,Netherlands,Train
2018Q1,0.666666666666667,Netherlands,Train
2018Q2,0.643333333333333,Netherlands,Train
2018Q3,0.496666666666667,Netherlands,Train
2018Q4,0.5,Netherlands,Train
2001Q1,6.01666666666667,New Zealand,Train
2001Q2,6.50333333333333,New Zealand,Train
2001Q3,6.61333333333333,New Zealand,Train
2001Q4,6.44,New Zealand,Train
2002Q1,6.69,New Zealand,Train
2002Q2,6.77333333333333,New Zealand,Train
2002Q3,6.34666666666667,New Zealand,Train
2002Q4,6.3,New Zealand,Train
2003Q1,5.97,New Zealand,Train
2003Q2,5.60333333333333,New Zealand,Train
2003Q3,5.8,New Zealand,Train
2003Q4,6.09333333333333,New Zealand,Train
2004Q1,5.86,New Zealand,Train
2004Q2,6.19666666666667,New Zealand,Train
2004Q3,6.18,New Zealand,Train
2004Q4,6.02666666666667,New Zealand,Train
2005Q1,6.03333333333333,New Zealand,Train
2005Q2,5.83666666666667,New Zealand,Train
2005Q3,5.74333333333333,New Zealand,Train
2005Q4,5.88666666666667,New Zealand,Train
2006Q1,5.71333333333333,New Zealand,Train
2006Q2,5.79666666666667,New Zealand,Train
2006Q3,5.84,New Zealand,Train
2006Q4,5.77333333333333,New Zealand,Train
2007Q1,5.91333333333333,New Zealand,Train
2007Q2,6.31666666666667,New Zealand,Train
2007Q3,6.44333333333333,New Zealand,Train
2007Q4,6.38666666666667,New Zealand,Train
2008Q1,6.34666666666667,New Zealand,Train
2008Q2,6.44333333333333,New Zealand,Train
2008Q3,6.04333333333333,New Zealand,Train
2008Q4,5.49,New Zealand,Train
2009Q1,4.59666666666667,New Zealand,Train
2009Q2,5.6,New Zealand,Train
2009Q3,5.73333333333333,New Zealand,Train
2009Q4,5.89666666666666,New Zealand,Train
2010Q1,5.90666666666667,New Zealand,Train
2010Q2,5.73333333333333,New Zealand,Train
2010Q3,5.30666666666667,New Zealand,Train
2010Q4,5.46666666666667,New Zealand,Train
2011Q1,5.58333333333333,New Zealand,Train
2011Q2,5.32333333333333,New Zealand,Train
2011Q3,4.67666666666667,New Zealand,Train
2011Q4,4.19666666666667,New Zealand,Train
2012Q1,4.00333333333333,New Zealand,Train
2012Q2,3.68,New Zealand,Train
2012Q3,3.54333333333333,New Zealand,Train
2012Q4,3.51333333333333,New Zealand,Train
2013Q1,3.69333333333333,New Zealand,Train
2013Q2,3.51,New Zealand,Train
2013Q3,4.46666666666667,New Zealand,Train
2013Q4,4.70333333333333,New Zealand,Train
2014Q1,4.59666666666667,New Zealand,Train
2014Q2,4.42,New Zealand,Train
2014Q3,4.25333333333333,New Zealand,Train
2014Q4,3.94666666666667,New Zealand,Train
2015Q1,3.32666666666667,New Zealand,Train
2015Q2,3.55666666666667,New Zealand,Train
2015Q3,3.35,New Zealand,Train
2015Q4,3.46,New Zealand,Train
2016Q1,3.13,New Zealand,Train
2016Q2,2.68,New Zealand,Train
2016Q3,2.28666666666667,New Zealand,Train
2016Q4,2.95,New Zealand,Train
2017Q1,3.26666666666667,New Zealand,Train
2017Q2,2.91666666666667,New Zealand,Train
2017Q3,2.92,New Zealand,Train
2017Q4,2.86,New Zealand,Train
2018Q1,2.91333333333333,New Zealand,Train
2018Q2,2.83333333333333,New Zealand,Train
2018Q3,2.68333333333333,New Zealand,Train
2018Q4,2.58666666666667,New Zealand,Train
2001Q1,5.97333333333333,Norway,Train
2001Q2,6.43,Norway,Train
2001Q3,6.5,Norway,Train
2001Q4,6.04333333333333,Norway,Train
2002Q1,6.40333333333333,Norway,Train
2002Q2,6.75333333333333,Norway,Train
2002Q3,6.31,Norway,Train
2002Q4,6.07,Norway,Train
2003Q1,5.41666666666667,Norway,Train
2003Q2,4.92666666666667,Norway,Train
2003Q3,4.94,Norway,Train
2003Q4,4.89666666666667,Norway,Train
2004Q1,4.31666666666667,Norway,Train
2004Q2,4.76666666666667,Norway,Train
2004Q3,4.33,Norway,Train
2004Q4,4.06,Norway,Train
2005Q1,3.89666666666667,Norway,Train
2005Q2,3.70666666666667,Norway,Train
2005Q3,3.55666666666667,Norway,Train
2005Q4,3.82333333333333,Norway,Train
2006Q1,3.73666666666667,Norway,Train
2006Q2,4.16666666666667,Norway,Train
2006Q3,4.21,Norway,Train
2006Q4,4.19333333333333,Norway,Train
2007Q1,4.45333333333333,Norway,Train
2007Q2,4.92666666666667,Norway,Train
2007Q3,4.94,Norway,Train
2007Q4,4.77666666666667,Norway,Train
2008Q1,4.39666666666667,Norway,Train
2008Q2,4.69,Norway,Train
2008Q3,4.70666666666667,Norway,Train
2008Q4,4.04,Norway,Train
2009Q1,3.75,Norway,Train
2009Q2,4.08333333333333,Norway,Train
2009Q3,4.13,Norway,Train
2009Q4,4.03,Norway,Train
2010Q1,3.93333333333333,Norway,Train
2010Q2,3.55333333333333,Norway,Train
2010Q3,3.25,Norway,Train
2010Q4,3.37666666666667,Norway,Train
2011Q1,3.77666666666667,Norway,Train
2011Q2,3.54333333333333,Norway,Train
2011Q3,2.73333333333333,Norway,Train
2011Q4,2.48666666666667,Norway,Train
2012Q1,2.36666666666667,Norway,Train
2012Q2,2.11,Norway,Train
2012Q3,1.90666666666667,Norway,Train
2012Q4,2.02333333333333,Norway,Train
2013Q1,2.34666666666667,Norway,Train
2013Q2,2.19,Norway,Train
2013Q3,2.85666666666667,Norway,Train
2013Q4,2.91666666666667,Norway,Train
2014Q1,2.91333333333333,Norway,Train
2014Q2,2.74,Norway,Train
2014Q3,2.39666666666667,Norway,Train
2014Q4,2.01,Norway,Train
2015Q1,1.46,Norway,Train
2015Q2,1.62,Norway,Train
2015Q3,1.59666666666667,Norway,Train
2015Q4,1.58333333333333,Norway,Train
2016Q1,1.39,Norway,Train
2016Q2,1.29,Norway,Train
2016Q3,1.08666666666667,Norway,Train
2016Q4,1.56,Norway,Train
2017Q1,1.73333333333333,Norway,Train
2017Q2,1.57666666666667,Norway,Train
2017Q3,1.63333333333333,Norway,Train
2017Q4,1.60666666666667,Norway,Train
2018Q1,1.90333333333333,Norway,Train
2018Q2,1.88,Norway,Train
2018Q3,1.81,Norway,Train
2018Q4,1.92333333333333,Norway,Train
2001Q1,10.4266666666667,Poland,Train
2001Q2,11.1766666666667,Poland,Train
2001Q3,11.7133333333333,Poland,Train
2001Q4,9.41,Poland,Train
2002Q1,8.30666666666667,Poland,Train
2002Q2,7.92666666666667,Poland,Train
2002Q3,7.21,Poland,Train
2002Q4,5.98,Poland,Train
2003Q1,5.61333333333333,Poland,Train
2003Q2,5.18666666666667,Poland,Train
2003Q3,5.63666666666667,Poland,Train
2003Q4,6.67333333333334,Poland,Train
2004Q1,6.71333333333333,Poland,Train
2004Q2,7.20333333333333,Poland,Train
2004Q3,7.25333333333333,Poland,Train
2004Q4,6.41666666666667,Poland,Train
2005Q1,5.75,Poland,Train
2005Q2,5.25,Poland,Train
2005Q3,4.72333333333333,Poland,Train
2005Q4,5.15,Poland,Train
2006Q1,4.84333333333333,Poland,Train
2006Q2,5.28333333333333,Poland,Train
2006Q3,5.55333333333333,Poland,Train
2006Q4,5.24666666666667,Poland,Train
2007Q1,5.18333333333333,Poland,Train
2007Q2,5.36333333333333,Poland,Train
2007Q3,5.65666666666667,Poland,Train
2007Q4,5.734,Poland,Train
2008Q1,5.87333333333333,Poland,Train
2008Q2,6.17,Poland,Train
2008Q3,6.15,Poland,Train
2008Q4,6.09333333333333,Poland,Train
2009Q1,5.88439393933333,Poland,Train
2009Q2,6.28133333333333,Poland,Train
2009Q3,6.14666666666666,Poland,Train
2009Q4,6.17,Poland,Train
2010Q1,5.98,Poland,Train
2010Q2,5.72,Poland,Train
2010Q3,5.65,Poland,Train
2010Q4,5.77666666666667,Poland,Train
2011Q1,6.26333333333333,Poland,Train
2011Q2,6.02666666666667,Poland,Train
2011Q3,5.75,Poland,Train
2011Q4,5.78233333333333,Poland,Train
2012Q1,5.5019,Poland,Train
2012Q2,5.37856666666667,Poland,Train
2012Q3,4.90666666666667,Poland,Train
2012Q4,4.21,Poland,Train
2013Q1,3.94333333333333,Poland,Train
2013Q2,3.5765,Poland,Train
2013Q3,4.25444444433333,Poland,Train
2013Q4,4.358888889,Poland,Train
2014Q1,4.38,Poland,Train
2014Q2,3.81349206333333,Poland,Train
2014Q3,3.26696666666667,Poland,Train
2014Q4,2.604385965,Poland,Train
2015Q1,2.244151515,Poland,Train
2015Q2,2.7925,Poland,Train
2015Q3,2.98427128433333,Poland,Train
2015Q4,2.78130303033333,Poland,Train
2016Q1,2.97228070166667,Poland,Train
2016Q2,3.03428571433333,Poland,Train
2016Q3,2.81619047633333,Poland,Train
2016Q4,3.32,Poland,Train
2017Q1,3.71666666666667,Poland,Train
2017Q2,3.32,Poland,Train
2017Q3,3.29666666666667,Poland,Train
2017Q4,3.34666666666667,Poland,Train
2018Q1,3.32666666666667,Poland,Train
2018Q2,3.16666666666667,Poland,Train
2018Q3,3.18333333333333,Poland,Train
2018Q4,3.11666666666667,Poland,Train
2001Q1,5.13,Portugal,Train
2001Q2,5.35666666666667,Portugal,Train
2001Q3,5.25,Portugal,Train
2001Q4,4.89666666666667,Portugal,Train
2002Q1,5.20666666666667,Portugal,Train
2002Q2,5.35,Portugal,Train
2002Q3,4.86666666666667,Portugal,Train
2002Q4,4.60333333333333,Portugal,Train
2003Q1,4.13133333333333,Portugal,Train
2003Q2,3.95633333333333,Portugal,Train
2003Q3,4.21833333333333,Portugal,Train
2003Q4,4.41433333333333,Portugal,Train
2004Q1,4.14566666666667,Portugal,Train
2004Q2,4.37966666666667,Portugal,Train
2004Q3,4.21733333333333,Portugal,Train
2004Q4,3.833,Portugal,Train
2005Q1,3.602,Portugal,Train
2005Q2,3.34866666666667,Portugal,Train
2005Q3,3.324,Portugal,Train
2005Q4,3.477,Portugal,Train
2006Q1,3.607,Portugal,Train
2006Q2,4.066,Portugal,Train
2006Q3,4.04466666666667,Portugal,Train
2006Q4,3.941,Portugal,Train
2007Q1,4.15682733333333,Portugal,Train
2007Q2,4.496061,Portugal,Train
2007Q3,4.59535566666667,Portugal,Train
2007Q4,4.44832133333333,Portugal,Train
2008Q1,4.31211733333333,Portugal,Train
2008Q2,4.69492733333333,Portugal,Train
2008Q3,4.768374,Portugal,Train
2008Q4,4.304002,Portugal,Train
2009Q1,4.502756,Portugal,Train
2009Q2,4.439181,Portugal,Train
2009Q3,4.044983583,Portugal,Train
2009Q4,3.85367378066667,Portugal,Train
2010Q1,4.347890176,Portugal,Train
2010Q2,5.11410503366667,Portugal,Train
2010Q3,5.62534848466667,Portugal,Train
2010Q4,6.49828944733333,Portugal,Train
2011Q1,7.358986301,Portugal,Train
2011Q2,9.89453668133333,Portugal,Train
2011Q3,11.4739482766667,Portugal,Train
2011Q4,12.2290097166667,Portugal,Train
2012Q1,13.22314239,Portugal,Train
2012Q2,11.3828034233333,Portugal,Train
2012Q3,9.66556796033334,Portugal,Train
2012Q4,7.91454739466667,Portugal,Train
2013Q1,6.24575378633333,Portugal,Train
2013Q2,5.96831068533333,Portugal,Train
2013Q3,6.84301621,Portugal,Train
2013Q4,6.11543652266667,Portugal,Train
2014Q1,4.85926414133333,Portugal,Train
2014Q2,3.66078787866667,Portugal,Train
2014Q3,3.44605075633333,Portugal,Train
2014Q4,3.04969710133333,Portugal,Train
2015Q1,2.18333333333333,Portugal,Train
2015Q2,2.40333333333333,Portugal,Train
2015Q3,2.61666666666667,Portugal,Train
2015Q4,2.49,Portugal,Train
2016Q1,2.92666666666667,Portugal,Train
2016Q2,3.15666666666667,Portugal,Train
2016Q3,3.07666666666667,Portugal,Train
2016Q4,3.52666666666667,Portugal,Train
2017Q1,3.99333333333333,Portugal,Train
2017Q2,3.34333333333333,Portugal,Train
2017Q3,2.83,Portugal,Train
2017Q4,2.04333333333333,Portugal,Train
2018Q1,1.89,Portugal,Train
2018Q2,1.79,Portugal,Train
2018Q3,1.82,Portugal,Train
2018Q4,1.85666666666667,Portugal,Train
2001Q1,6.68666666666667,Republic of Korea,Train
2001Q2,7.48666666666667,Republic of Korea,Train
2001Q3,6.43666666666667,Republic of Korea,Train
2001Q4,6.81,Republic of Korea,Train
2002Q1,7.09,Republic of Korea,Train
2002Q2,7.05,Republic of Korea,Train
2002Q3,6.31333333333333,Republic of Korea,Train
2002Q4,5.89333333333333,Republic of Korea,Train
2003Q1,5.26,Republic of Korea,Train
2003Q2,4.72333333333333,Republic of Korea,Train
2003Q3,4.99333333333333,Republic of Korea,Train
2003Q4,5.21666666666667,Republic of Korea,Train
2004Q1,5.37,Republic of Korea,Train
2004Q2,5.14,Republic of Korea,Train
2004Q3,4.45,Republic of Korea,Train
2004Q4,3.95333333333333,Republic of Korea,Train
2005Q1,4.69,Republic of Korea,Train
2005Q2,4.52333333333333,Republic of Korea,Train
2005Q3,5.04,Republic of Korea,Train
2005Q4,5.54666666666667,Republic of Korea,Train
2006Q1,5.42666666666667,Republic of Korea,Train
2006Q2,5.3,Republic of Korea,Train
2006Q3,4.99666666666667,Republic of Korea,Train
2006Q4,4.88333333333333,Republic of Korea,Train
2007Q1,4.99666666666667,Republic of Korea,Train
2007Q2,5.25666666666667,Republic of Korea,Train
2007Q3,5.48666666666667,Republic of Korea,Train
2007Q4,5.66333333333333,Republic of Korea,Train
2008Q1,5.4,Republic of Korea,Train
2008Q2,5.52,Republic of Korea,Train
2008Q3,5.97666666666667,Republic of Korea,Train
2008Q4,5.37666666666667,Republic of Korea,Train
2009Q1,4.87666666666667,Republic of Korea,Train
2009Q2,5.07,Republic of Korea,Train
2009Q3,5.33333333333333,Republic of Korea,Train
2009Q4,5.38333333333333,Republic of Korea,Train
2010Q1,5.19,Republic of Korea,Train
2010Q2,4.93,Republic of Korea,Train
2010Q3,4.62333333333333,Republic of Korea,Train
2010Q4,4.35,Republic of Korea,Train
2011Q1,4.65333333333333,Republic of Korea,Train
2011Q2,4.35333333333333,Republic of Korea,Train
2011Q3,3.98,Republic of Korea,Train
2011Q4,3.82333333333333,Republic of Korea,Train
2012Q1,3.85333333333333,Republic of Korea,Train
2012Q2,3.76,Republic of Korea,Train
2012Q3,3.14666666666667,Republic of Korea,Train
2012Q4,3.03,Republic of Korea,Train
2013Q1,3.0,Republic of Korea,Train
2013Q2,3.01666666666667,Republic of Korea,Train
2013Q3,3.53666666666667,Republic of Korea,Train
2013Q4,3.559,Republic of Korea,Train
2014Q1,3.57066666666667,Republic of Korea,Train
2014Q2,3.40933333333333,Republic of Korea,Train
2014Q3,3.05133333333333,Republic of Korea,Train
2014Q4,2.714,Republic of Korea,Train
2015Q1,2.34566666666667,Republic of Korea,Train
2015Q2,2.37833333333333,Republic of Korea,Train
2015Q3,2.32466666666667,Republic of Korea,Train
2015Q4,2.17433333333333,Republic of Korea,Train
2016Q1,1.90166666666667,Republic of Korea,Train
2016Q2,1.738,Republic of Korea,Train
2016Q3,1.44333333333333,Republic of Korea,Train
2016Q4,1.90666666666667,Republic of Korea,Train
2017Q1,2.165,Republic of Korea,Train
2017Q2,2.20133333333333,Republic of Korea,Train
2017Q3,2.275,Republic of Korea,Train
2017Q4,2.489,Republic of Korea,Train
2018Q1,2.70133333333333,Republic of Korea,Train
2018Q2,2.68933333333333,Republic of Korea,Train
2018Q3,2.44066666666667,Republic of Korea,Train
2018Q4,2.17966666666667,Republic of Korea,Train
2001Q1,22.54,Russian Federation,Train
2001Q2,19.7033333333333,Russian Federation,Train
2001Q3,18.34,Russian Federation,Train
2001Q4,16.95,Russian Federation,Train
2002Q1,15.63,Russian Federation,Train
2002Q2,16.82,Russian Federation,Train
2002Q3,16.25,Russian Federation,Train
2002Q4,14.5966666666667,Russian Federation,Train
2003Q1,11.1533333333333,Russian Federation,Train
2003Q2,8.24,Russian Federation,Train
2003Q3,8.55333333333334,Russian Federation,Train
2003Q4,8.51333333333334,Russian Federation,Train
2004Q1,7.96333333333333,Russian Federation,Train
2004Q2,8.41333333333333,Russian Federation,Train
2004Q3,8.46,Russian Federation,Train
2004Q4,8.32,Russian Federation,Train
2005Q1,8.42666666666667,Russian Federation,Train
2005Q2,8.51333333333334,Russian Federation,Train
2005Q3,8.13666666666667,Russian Federation,Train
2005Q4,7.35333333333334,Russian Federation,Train
2006Q1,6.99333333333333,Russian Federation,Train
2006Q2,7.05,Russian Federation,Train
2006Q3,7.00666666666667,Russian Federation,Train
2006Q4,6.85666666666667,Russian Federation,Train
2007Q1,6.77,Russian Federation,Train
2007Q2,6.69666666666667,Russian Federation,Train
